,Body ID,Headline,Stance
3333,3379,সৌদি আরব বাংলাদেশি মৃত্যু,unrelated
3334,3332,ফ্রান্স কোয়ার্ ফাইনাল উঠল রাশিয়া মাঠ প্রেসিডেন্ট ম্যাক্রোন,agree
3335,1595,সাত মা লক্ষ্যমাত্ ৯৬ শতাংশ সঞ্চয়পত্ বিক্রি,unrelated
3336,1074,ও নিয়ন্ত্রণ শর্ সম্পূর্ণ বর্,agree
3337,4564,গফরগাঁও মা কুপি হত্,unrelated
3338,1950,কেন্দ্রী ১৪ দল বৈঠক,agree
3339,4178,সুবিধাবঞ্চিত ১০০ শিক্ষার্থী বিনামূল্ শিক্ষা দি আকিজ ফাউন্ডেশন,agree
3340,2818,শিক্ষার্থী মৃত্যু জড়িতদ দৃষ্টান্তমূলক শাস্তি : স্বরাষ্ট্রমন্ত্রী,unrelated
3341,1398,উইন্ডি ফিরছ পোলার্ডনারিনব্রাভো,agree
3342,3939,শিবপুর পৌ আওয়ামী লীগ বর্ধিত সভা,agree
3343,2303,সরকা গড় সঙ্গী খুঁজছ ইমরান খান,agree
3344,3293,১৫ বছর পৃথিবী সবচা কাছাকা আস মঙ্গলগ্রহ,agree
3345,3003,গোদাগাড়ী সড়ক দুর্ঘটনা নি ১,agree
3346,3853,জাহ্নবী প্রশংসা বলিউড তারকা,agree
3347,1625,বাংলাদেশশ্রীলঙ্কা ম্যাচ দি এশিয়া কাপ,agree
3348,1957,ইছামতি নদী গোসল ব্যবসায়ী মৃত্যু,agree
3349,2226,ভাগ্য পরীক্ষা নেম ব্রাজিল,agree
3350,4390,ক্লাশ আসুন নইল আইনগত ব্যাবস্থা বাধ্য হব,unrelated
3351,1878,মেসিরোনালদো বিতর্ ঘ ভাঙল দম্পতি,agree
3352,3419,মানজুকি আত্মঘাতি গোল এ ফ্রান্স,agree
3353,1102,টরন্টো হামলা দা স্বীকা আইএ,unrelated
3354,2188,রবীন্দ্রনাথ নজরুল জন্মজয়ন্তী লন্ডন উদযাপিত,unrelated
3355,3023,স্ট্রো রোগীদ অত্যাধুনিক চিকিত্সা,unrelated
3356,3731,ফ্লোরিডা বাংলাদেশি ব্যবসায়ী হত্,unrelated
3357,3804,আওয়ামী লীগ সম্পাদকমণ্ডলী সভা বুধ,agree
3358,1889,এডিপি আকা বাড় ২০ ভাগ,agree
3359,648,মেসিদ রাশিয়া ৩ টন খা পাঠালো আর্জেন্,agree
3360,855,কারিগরিশিক্ষা জাপান অভিজ্ঞ লাগা হবে: শিক্ষামন্ত্রী,unrelated
3361,149,দল পারফরমেন্ উচ্ছ্বসিত,unrelated
3362,1611,মুরাদনগর ধর্ষণ মামলা বাদী হত্ হুম,unrelated
3363,1895,হাসনাত করিম সম্পৃক্ত পায়নি পুলিশ,agree
3364,2451,উচ্চ রক্তচাপ করণী,agree
3365,2024,ক অবকাশ সুবিধা চা ট্যানারি মা,unrelated
3366,39,অস্ট্রেলিয়া সড়ক দুর্ঘটনা ৩ বাংলাদেশি নি,agree
3367,1621,গার্মেন্ট কর্পোরেট ক বাড়,unrelated
3368,3103,জাবিসা ৪৬তম প্রতিষ্ঠাবার্ষি উদযাপন,agree
3369,1772,মেসিরোনালদো বিতর্ ঘ ভাঙল দম্পতি,unrelated
3370,1493,কোপেনহেগান বাংলাদেশ দূতাবা বর্ষবরণ পিঠা উৎ,unrelated
3371,1215,সপ্তদশ সংশোধনী পা প্রস্তাব সহমত সংসদী কমি,unrelated
3372,4366,বিশ্বস্ত সংবাদ উৎস যাচা ফেসবুক,unrelated
3373,34,সড়ক দুর্ঘট কমা পেশাজীবী গাড়িচালক তৈরি,unrelated
3374,638,শিশুশ্রম নিরসন আস মেগা প্রকল্প,unrelated
3375,2911,টান্সফরমেশন অ্যাওয়ার্ড পাচ্ছ কানাডা প্রবাসী বাংলাদেশি মনিরুজ্জামান,unrelated
3376,3608,নৌকা রাজশাহী সোহাগ সিলাট জাকির প্রচারণা,agree
3377,4500,কো সংস্কা ন সোহাল ও হামলা,unrelated
3378,1584,বিমান পরিব ব্যবস্থাপ যাত্রীবান্ধব তাগিদ এফবিসিসিআ,agree
3379,2653,লোম উঠানো নাজায়েজ: দেওবন্দ ফতোয়া,agree
3380,4521,প্রধানমন্ত্রী বিমান ত্রুটি: ৩ বিরুদ্ধ মামলা,agree
3381,2496,অভিন ফিরছ চাঁদনী,agree
3382,971,কো বাতিল সংক্রান্ত প্রজ্ঞাপন প্রকাশ দা মানববন্ধন,agree
3383,1694,প্রিয়াঙ্কা বি খবর নাখোশ কঙ্গ,agree
3384,2869,কুমিল্লা বিশ্ববিদ্যাল এক কর্মকর্ ওএসডি,unrelated
3385,4306,ঢা ছাত্রলীগ ন বিরুদ্ধ নিজ দল ন মারধর অভিযোগ,unrelated
3386,1146,তেইশ বছর নিশেষ দেশী প্রাকৃতিক গ্যাস: পেট্রোবাংলা পূর্বাভাস,agree
3387,2597,সালমান ভালোবাসি: আমি,agree
3388,2342,অস্কা প্যানাল বিচারক শাহরুখমাধুরীঅনিল কাপু,unrelated
3389,3626,ছোট্ট দেশ কাঁপালো এবার বিশ্বকাপ,agree
3390,1808,জাতী বিশ্ববিদ্যাল ২ বর্ষ অনার্স পরীক্ষা ফরমপূরণ,agree
3391,1987,চট্টগ্রাম অপহরণ হত্ মামলা তিন ফাঁ রা,unrelated
3392,4535,আল মাহমুদ জন্ম উদযাপিত,agree
3393,1888,প্রস্তাবিত বাজেট জনকল্যাণমুখী : পরিকল্পনামন্ত্রী,agree
3394,175,গাজীপুর নিরাপদ সড় দা শিক্ষার্থীদ মহাসড়ক অবরোধ,unrelated
3395,204,বিশ্বকাপ সবচা দ্রুত হলুদ কার্ড পা রেকর্ড গালারডো,agree
3396,3172,গাজা ব্যাপক বিমান হামলা চালি ইসরাই,agree
3397,2031,বাগাতিপাড়া ৫ প্রতিষ্ঠান জরিমা,agree
3398,3085,‌রফতানি প্রবৃদ্ধি ঠেকা প্রতিযোগী তৎ র,agree
3399,2038,আবারো রিজভী কথা রাকিব গান,unrelated
3400,3269,তুর্ উপকূল নৌকাডু শিশু নি ৬,agree
3401,132,মোবাইল হ্যান্ডসেট সংযোজন অযৌক্তিক শর্ত ফ্যাক্টরি বন্ধ হ আশঙ্কা,agree
3402,1385,রপ্তা প্রবৃদ্ধি সামান্য পূরণ লক্ষ্যমাত্,unrelated
3403,737,বিকাশ শস্য বীমা দা পরিশোধ বীমা কর্পোরেশন,unrelated
3404,3251,বাংলাদেশ ৫ দেশ শুল্ক ছাড় ভ,agree
3405,3178,চিকিৎসা ব্যবস্থা অসংগতি নির্মূল ক্লিনিক্যাল বায়োকেমিস্টদ দিক আলোচ,unrelated
3406,3735,বার্সেলোনা জার্সি শেষ ম্যাচ খাল ফেল ইনিয়েস্,unrelated
3407,4220,কু দিনব্যাপী জাতী সম্মেলন,unrelated
3408,69,টিটোয়েন্ আ সৌম্য নাম জানা প্রধান নির্বাচক,unrelated
3409,2276,মঙ্গল কক্ষপথ হারি এলন মাস্ গাড়ি সেরেস গ্রহাণু ধাক্কা শঙ্কা,unrelated
3410,2776,ব্যাং আর্থিক প্রতিষ্ঠান ঋণ সুদ কমব,unrelated
3411,4096,ভ অনূর্ধ্ব১৯ দল শচিনপুত্ অর্জুন,agree
3412,1935,ওয়েঙ্গার উত্তরসূরি এমেরি,agree
3413,3674,শাহজালাল বিমানবন্দর ৩২ স্বর্ণ ব আটক ২,agree
3414,2907,শেভিং সমস্ দরকারি সমাধান,unrelated
3415,3154,জামায়াত ২০ দলী জোট বৈঠক বুধ,unrelated
3416,911,গোপন কথা রব গোপন,agree
3417,146,সিএম এশিয়া অ্যাওয়ার্ড পে তাজ হাসান,agree
3418,3945,স্বাধীন দি রাশিয়া আওয়ামী লীগ আলোচ সভা,agree
3419,3235,নাকাব ট্রেলা প্রকাশ দ্বৈত চরিত্র শাকিব,unrelated
3420,2957,নারীবাদী নই: করি,agree
3421,999,আ কেলেঙ্কারি: বিসিসিআ ১২১ রু জরিমা,agree
3422,1620,শরীরচর্ সম নির্ধারণ,unrelated
3423,2284,কাউন্সিল বঙ্গবন্ধু আইনজীবী পরিষদ সমর্থিতদ নিরঙ্কুশ জ,unrelated
3424,3414,ভিয়েতনাম বাংলাদেশ দূতাবা বঙ্গবন্ধু জন্মবার্ষি জাতী শিশু দিবস উদযাপিত,unrelated
3425,3202,ভর্তিচ্ছু শিক্ষার্থীদ চাঁদা নে অভিযোগ ছাত্রলীগ বিরুদ্ধ,agree
3426,805,বাংলাদেশ ব্যাং স্বর্ণ সমস্ নেই: অর্থমন্ত্রী,agree
3427,2528,উচ্চ রক্তচাপ করণী,unrelated
3428,3524,স্টিয়ারিং ছাড়া গাড়ি,agree
3429,1932,২১ আগস্ট গ্রেনেড হামলা : আসামি আরিফডিউ যুক্তিতর্ক শেষ,agree
3430,4164,সুস্থ চা নিয়ন্ত্রিত জী,agree
3431,2852,ইসলামী ব্যাং শীর্ষ ৫ কর্মকর্ অপসারণ,agree
3432,2826,রামে রেজিস্ট্ মোহাম্মদ সালাহ উদ্দীন,agree
3433,359,ক্ষমা চেয় সালাহ,unrelated
3434,2173,নেইমার অভি সত্যি মা যা না: ওসোরি,agree
3435,426,গ্রামীণফোন আরো রাজস্ব ফাঁ,agree
3436,2962,গান মান বনাম ভাইরাল,agree
3437,3900,রপ্তানি পদক প আরএফ,agree
3438,1337,মুক্তিযুদ্ধ ইতিহাস ক্যানভা ফু তোলা সম্ভব,agree
3439,4474,হাইকোর্ট আদাশ বিরুদ্ধ ই আবেদন : শুনানি,unrelated
3440,3761,লোক দেখানো উদ্দেশ্য,unrelated
3441,1858,কো আন্দোলন ন হত্ হুমকিদা গ্রেফতার দা,agree
3442,4073,স্বাধীন মা ফুডপান্ডা ছাড়,unrelated
3443,1399,আটলান্টিক সি ঢালিউড অ্যাওয়ার্ড ১৭তম আস,agree
3444,3570,আগৈলঝাড়া ৮ শিক্ষার্থী অসুস্থ স্কুল ছু ঘোষণা,agree
3445,161,সারাদাশ কম্পিউটিংগেমিং ছড়ি দিনরাত্রি গিগাবাইট একসাথ,unrelated
3446,2607,পরিবর্তন রিমেক রেনেসাঁ গান,agree
3447,4088,রাশিয়া খেলব সালাহ : ইএফ,unrelated
3448,3754,সুযোগ নষ্ট ফ্রান্স,agree
3449,349,৩৮১ টাকা রাষ্ট্রী কোষাগার জমা দি বিমান,unrelated
3450,2425,মাদাম তুসো মিউজিয়াম দীপিকা,agree
3451,1108,সিম্ফনি ফুলভিশন ডিসপ্ল ফোরজি স্মার্টফোন,agree
3452,3542,রোকেয়া বিশ্ববিদ্যাল ৭ বিভাগ শিক্ষক নিয়োগ বিজ্ঞপ্তি স্থগিত,unrelated
3453,4404,তিন সি ভোট,unrelated
3454,1519,শাকিব খান বিরুদ্ধ আদাল রিভিশন,unrelated
3455,599,অপরাধী মুক্তি বিষ উছিলা নির্বাচন বানচাল ষড়যন্ত্ রুখ,unrelated
3456,3106,সুখী হ পাঁচ উপা,agree
3457,2109,হতাশা হলিউড বিলাসবহুল ভিলা বিক্রি উদয় চোপড়া,agree
3458,4502,গণ আইন বিভাগ প্রতী আদালত অনুষ্ঠিত,unrelated
3459,2832,ভ সম্পর্ক গভী বিএনপি বুক কাঁপ,unrelated
3460,3091,ইরান মোকাবেলা যুক্তরাষ্ট্ ভীত : পম্প,agree
3461,2949,সমর্থকদ কটুক্তি অবস নি ইরান ম,unrelated
3462,2030,কা কলম পুরস্কা পে ছ তরুণ কবিলেখক,agree
3463,3804,পারমাণবিক নিরস্ত্রীকরণ উ. কোরিয়া সময়সীমা বেঁধ দেয়া হয়নি : ট্রাম্প,unrelated
3464,448,চলচ্চিত্র শিল্পীসত্ বহিপ্রকাশ ঘ জাহিদু,agree
3465,2142,বাংলাদাশ রাজনীতি বিএন দুষ্টগ্রহ: খাদ্যমন্ত্রী,agree
3466,2835,ফ্রেঞ্চ ওপ ছিট গে রাওনিক,agree
3467,3176,কুমিল্লা বিশ্ববিদ্যাল দিবস,unrelated
3468,2640,রাশিয়া বিশ্বকাপ ইংল্যান্ড অধিনায়ক হ্যারি,unrelated
3469,997,নারী সলিসিট জেসমিন আ বেগম,agree
3470,2224,কুমিল্লা নাশক মামলা: খালেদা জামিন শুনানি মুলত,unrelated
3471,3532,নাইজার বোকো হারাম ১০ সন্ত্রাসী নি,unrelated
3472,4149,রোজা রাখুন সুস্থ থাকুন,agree
3473,350,মার্কিনচীন বাণিজ্যযুদ্ধ বাংলাদেশ,unrelated
3474,168,ডিম খাব,unrelated
3475,1002,অস্ট্রিয়া পাত্ দিল ব্রাজিল,agree
3476,3637,সাত মা রফতানি আ প্রবৃদ্ধি ৬.৫৫ ভাগ,agree
3477,4287,সড়ক খোঁড়াখুঁড়ি ভোগান্তি,unrelated
3478,38,ফারু হত্ মামলা তদন্ত প্রতিবেদন দাখিল ২৩ ম,agree
3479,1400,ফাইভজি চালু বিশ্ব দি বাংলাদেশ: জ,unrelated
3480,1850,কুমিল্লা খালেদা মামলা শুনানি,unrelated
3481,2429,হেই বেলডউইন জাস্টিন বিবার বাগদান সম্পন্ন,agree
3482,1818,নেইমার ফাউল শিকা হননি গত ৫ বিশ্বকাপ,agree
3483,1391,ফিলিস্ শিশুদ মাথা বোমা ফেলা উচিত: ইসরাই শিক্ষামন্ত্রী,agree
3484,76,সাভার হাসপাতাল র‌্যাব অভি,agree
3485,4365,টা চুল গজানো ওষুধ পা গ গবেষ,unrelated
3486,2743,বাংলাদেশ ক্রিকেট দল জেপি অভিনন্দন,agree
3487,3975,নাট বিরল রোগ আক্রান্ত নিল তাসনুভা,unrelated
3488,2616,টরন্টো অনুষ্ঠিত স্থগিতকৃত বৈশাখী মেলা,unrelated
3489,2947,বাংলাদাশ বিনিয়োগ ব্যবসা শীর্ষক সেমিনা দি হাগ অনুষ্ঠিত,agree
3490,4336,লা বাঁধ ধস: ১৭ মরদেহ উদ্ধা,agree
3491,2247,বাসন্তী সা,agree
3492,1427,রাজশাহী গাঁজা পড়লো পুলিশ,unrelated
3493,2777,জ ভর্তি পরীক্ষা এমসিকিউ বাতিল সিদ্ধান্ত,agree
3494,2289,বরিশাল জাপা প্রার্থী ইকবাল হোস তাপস,agree
3495,225,পূর্বধলা শিশু কন্ হত্ দা মৃত্যুদণ্ড,unrelated
3496,781,ফ্রিজ পার্টস রফতানি ওয়ালটন,agree
3497,4055,দায়িত্ব ব্যাটসম্যানদ,unrelated
3498,145,ফাইনাল সাকিব,unrelated
3499,1011,চন্দনাইশ গণিত মেলা অনুষ্ঠিত,agree
3500,120,গৃহপরিচারিকা ধর্ষণ হত্যা: রংপুর সাবেক এ স্ত্রী যাবজ্জী,agree
3501,24,ভিটামিন ডি খাব,agree
3502,2519,বিকাল নাস্তা,unrelated
3503,1763,বিটিভি শিশুদ ঈদ ম্যাগাজিন ছোটদ ঈদ আনন্দ,unrelated
3504,4049,ভারতী উদ্যোক্ বিনিয়োগ আহ্বান শিল্পমন্ত্রী,agree
3505,1393,রাজীব পরি ক্ষতিপূরণ আদেশ মঙ্গল,unrelated
3506,4383,ঢা উপউপাচার্য হিসাব যোগ ড. সামাদ,agree
3507,388,ভারতী সহায়তা তিন উন্নয়ন প্রকল্প সমঝো স্মারক সাক্ষ,agree
3508,790,নিউইয়র্ বঙ্গবন্ধু ভ প্রতিষ্ঠা দা,agree
3509,4205,জীবন শেষ গবেষণাপত্র গে স্টিফ হকিং,agree
3510,502,জ নৃবিজ্ঞান এলাম পুনর্মিলনী ইফ,unrelated
3511,3911,নারী শিশু নির্যাতন প্রতিরোধ মোবাইল অ্যাপ জ,unrelated
3512,1113,সুলতান মেলা,unrelated
3513,1605,মামলা খালেদা জিয়া পরামর্শ দি কথা বলছ,unrelated
3514,4472,গরম পানি দি গোসল ফলাফল পাব,agree
3515,1794,ভেড়ামারা স্ত্রী হা স্বামী খুন,unrelated
3516,4169,ছু শাষ বেরো খুল,agree
3517,1499,হেলমেট দি এম,unrelated
3518,1189,কোস্টারিকা ১০ গোল হারালো সার্বিয়া,agree
3519,3455,মন্ট্রিয়ল জমজমাট বইমেলা সে হোস সংবর্ধিত,unrelated
3520,3723,মুহূর্ প্যারালাইজড খালেদা জিয়া: ফখরুল,unrelated
3521,1684,শান্তিরক্ষা পুলিশ উচ্ছ্বসিত প্রসংশা,unrelated
3522,2330,সম মেকআপ,agree
3523,3038,সিলাট বিএনপি বিদ্রোহী জামায়া প্রার্থী রয়,agree
3524,4237,লোম উঠানো নাজায়েজ: দেওবন্দ ফতোয়া,unrelated
3525,2273,রাজধানী মাদকবিরোধী অভিযান গ্রেফ ৭২,agree
3526,3798,নিউইয়র্ ময়মনসিংহ মেডিক কলাজ প্রাক্তন শিক্ষার্থীদ পুনর্মিলনী,agree
3527,32,চিকিত্সা ১৫ বছ স্তন ক্যান্সা,unrelated
3528,2210,বঙ্গবন্ধু১ স্যাটেলাইট: স্বপ্ন বাস্তবায়ন পথ এক ধাপ অগ্রগতি,agree
3529,467,বাড্ডা ইউলুপ খুল কাল উদ্বোধন প্রধানমন্ত্রী,unrelated
3530,1133,ডিজিটাল জালিয়াতি ইভিএম ভোট গ্রহণ তোড়জোড়: বিএন,agree
3531,2693,ডেসটিনি অবসায়ন প্রশ্ন আপিল আদেশ সোম,agree
3532,578,টরন্টো হামলায় হতাহতদ জাস্টিন সমবেদ,agree
3533,4339,বউ পালি যাওয়া পাসপোর্ট বাতিল,agree
3534,2474,বিশ্ব ব্যয়বহুল শহর তালিকা ঢাকা ৬৬ তম,agree
3535,3095,এমপিওভুক্তি শর্ত,unrelated
3536,3990,ওয়েস্ট ইন্ডিজ ১৪৪ রান টার্গেট দিল বাংলাদেশ,unrelated
3537,3769,ছাল দুর্দান্ত গোল মুগ্ধ ক্রিশ্চিয়ানো রোনাল্ডো,unrelated
3538,2402,বিদেশি বন্ধুদ জাপান বাংলা নববর্ষ উদযাপন,agree
3539,4405,স্বর্ণ আমদানি নীতিমালা ঘোষণা বাজাট,unrelated
3540,1227,ত্রিদেশী সিরি চ্যাম্পিয়ন পাকিস্তান,unrelated
3541,4411,কালীগঞ্ সা ব্যবসায়ী কুপি হত্,unrelated
3542,1954,দৌড়বিদ হিমা দা বায়োপিক বানা অক্ষ,unrelated
3543,3996,মধ্যরা আলিয়া বাড়ি রণবী,agree
3544,1411,অনলাইন ভ্যাট নিবন্ধন বিড়ম্বনা অভিযোগ,agree
3545,2127,মুখ দাগ দূ ঘরোয়া টিপস,unrelated
3546,1598,বিপুল পরিমাণ ছোলা ডাল চিনি সয়াবিন ত আমদানি,agree
3547,1350,ইফতার পুষ্টিক পানী,unrelated
3548,1631,সামুদ্রিক খা গর্ভধারণকাল উপকারী,unrelated
3549,1312,প্রিয়াঙ্কা বিকল্প ক্যাটরি,unrelated
3550,188,স্বাধীনতাবিরোধী চক্ কো সংস্কা আন্দোলন নাম ষড়যন্ত্,agree
3551,2498,সিআ এক শতাংশ কম কমব সুদ হারও: অর্থমন্ত্রী,unrelated
3552,1206,বিএন নির্বাচন আসব : প্রধানমন্ত্রী,unrelated
3553,2456,ঘুম মহাঝামেলা নেইম,unrelated
3554,2337,হিন্দুদ ও হামলা বরদাস্ত জানি হা সরকা,unrelated
3555,4108,সৌদি আরব সড়ক দুর্ঘটনা ৫ বাংলাদেশি নি,agree
3556,70,ভর্তি জালিয়াতি অভিযোগ জ ছাত্রলীগ ন স্থায়ী বহিষ্কা,unrelated
3557,155,বিনামূল্ আর্জেন্ ফুটবল শেখা আগ্রহী ম্যারাডো,unrelated
3558,3802,ঝিনু প্রাচী তৈরি বাঁধ ভাঙন ঠেকানো সম্ভব,agree
3559,3910,কুমিল্লা বিএন স্বেচ্ছাসেবক দল ন কারাগার,unrelated
3560,578,এন চেয়ারম্যান হা সাড় ৫ লাখ গণস্বাক্ষ,unrelated
3561,140,৭ মার্চ ভাষণ বিশ্বব্যাপী বঞ্চিত মানুষ দা আদা অনুপ্রেরণা,agree
3562,1753,নিয়মিত হাঁটুন সুস্থ থাকুন,agree
3563,2074,বিএনপিজামায়াত সম্পর্ ফাটল,unrelated
3564,3430,হৃদরোগ দায়ী জিন শনাক্ত বিজ্ঞানী,unrelated
3565,112,নৌপরিব মন্ত্রী শাজাহান খান দুখ প্রকাশ,unrelated
3566,2159,চট্টগ্রাম বাসা গৃহবধূ হাত বাধা লাশ উদ্ধা,agree
3567,2684,নওয়াজ শরি হাসপাতাল সাবজ,agree
3568,1392,তালুকদা খাল বিরুদ্ধ তথ্য গোপন অভিযোগ খারিজ,agree
3569,3838,ভিয়েতনাম বাংলাদেশ দূতাবা স্বাধীন জাতী দিবস উদযাপন,agree
3570,4097,এমআ ছাড়া প্রযুক্তি পণ্য বিক্রি,unrelated
3571,1306,বেলজিয়ামজাপান লড়া,agree
3572,2469,সিঙ্গাপু এয়ারলাইন্ ব্যাং চুক্তি,unrelated
3573,1966,দ্বিতী টেস্ট জি সিরিজ সমতা শেষ করলো ইংল্যান্ড,agree
3574,581,সরকারি দফতর জঙ্গিরাজাকা অনুচর স্থান : তথ্যমন্ত্রী,unrelated
3575,460,নিউইয়র্ বাংলাদেশ ক্লাব ইউ বর্ষবরণ উৎ,unrelated
3576,18,বাড়ি লুট দাবানল নি ৬৫,unrelated
3577,2599,১৭ কেন্দ্র পুনর্নির্বাচন দা কামরান,agree
3578,2147,রবীন্দ্ বিশ্ববিদ্যাল যাত্ আগামীকাল,unrelated
3579,3258,৭ বছর ৩ বিলিয়ন ডলা রেমিটেন্স স্ট্যান্ডার্ড এক্সপ্র,agree
3580,1304,কুমিল্লা পুলিশ বন্দুকযুদ্ধ ২ ডাকাত নি ৪ পুলিশ আ,agree
3581,3969,সাত মা লক্ষ্যমাত্ ৯৬ শতাংশ সঞ্চয়পত্ বিক্রি,agree
3582,4245,রেস থ্রি ট্রেলার বাজিমাত সালমান,unrelated
3583,3384,গুগল ভুল,unrelated
3584,1707,সালাহ ফিটনেস দুশ্চিন্তা মিশ,agree
3585,3657,দিন সিগারেট খাল বাড় যা হৃদরোগ ঝুঁ,unrelated
3586,3979,গলা সার্টিফিকেট ঝুলি রাস্ ঝাড়ু দি চ শিক্ষার্থীদ বিক্ষোভ,unrelated
3587,1732,ঠাণ্ডা লড়া,unrelated
3588,3909,বিনোদন কেন্দ্র প্রাণ হিল্লোল,unrelated
3589,624,ট্রাম্প বৈঠক ইস্যু মার্কিন গণমাধ্যম তীব্ সমালোচনা পুতিন,unrelated
3590,3132,রিয়াদ বাংলাদেশ বিমান ক্রু ইয়াবা গ্রেফ,agree
3591,4033,অন্ত্ মলদ্বার ক্যান্সা সম্পর্ সচেতন হউন,agree
3592,3286,লাগা শিডিউল বিপর্য দুর্ভোগ হজযাত্রীদ,agree
3593,2679,ভ্যাট ফাঁ বন্ধ ব্যাং বস সফটওয়্,unrelated
3594,3677,ইংল্যান্ড সফর লোকচক্ষু আড়াল একা অনুশীলন ধোনি,agree
3595,2742,টিআরএন সভাপতি সজল সম্পাদক সমী,agree
3596,264,নিউইয়র্ স্পোর্টস কাউন্সিল ফুটবল লিগ উদ্বোধন,agree
3597,1260,ছায়ানট নজরুল উৎ নাচ গান কবিতা বর্ষা বন্দ,unrelated
3598,1944,শিহালা রেস্ট হাউ অনীহা নওয়াজ মরিয়ম শরী,unrelated
3599,1971,নবান্ন উৎ,unrelated
3600,977,১৪ দল ২০ দলী জোট নেতৃবৃন্দ পদচারণা নগরী মুখ,agree
3601,1960,পানি প্রবাহ বৃদ্ধি বুড়িগঙ্গা নদী দূষণমুক্ত হবে: পানিসম্পদ মন্ত্রী,unrelated
3602,3649,৩ সি আওয়ামী লীগ এগিয়ে: সজীব ওয়াজেদ জ,unrelated
3603,3579,পানি চাহিদা পূরণ বৃষ্ পানি সঞ্চ আহ্বান নৌমন্ত্রী,unrelated
3604,2123,ফ্যাটম্ মোশাররফ করিম,agree
3605,3138,নেত্রকোনা ডাকাতিহত্ মামলা : ৩ মৃত্যুদণ্ডাদেশ,agree
3606,381,শেখ হা স্বদাশ ফিরল বাঙা মুক্তি হ : ওম ফারুক,agree
3607,1087,বিশ্বকাপ জিতল কপাল ট্যাটু করাব র‌্যাকিটিচ,unrelated
3608,2729,মুজিবনগ দিবস উপলক্ষ যুক্তরাষ্ট্ আওয়ামী লীগ আলোচ সভা,unrelated
3609,3572,প্রথমার্ধ পানামা জাল ইংল্যান্ড ৫ গোল,unrelated
3610,2707,কত্থ ছন্দম সন্ধ্,agree
3611,3669,সমুদ্ বন্দর ৩ নম্ব স্থানী সতর্ক সংকেত,agree
3612,1373,হোয়াইট হাউজ বিএনপি বিক্ষোভ ব্যর্থ হয়েছে: যুক্তরাষ্ট্ আওয়ামী লীগ,unrelated
3613,2608,মা শেষকৃত্য পর শ্যুটিং চা জাহ্নবী,unrelated
3614,2642,রাষ্ট্রায়াত্ব ব্যাংক এসএম খা ঋণ দেয়া তাগিদ অর্থমন্ত্রী,unrelated
3615,1210,ভুল স্বীকা ক্ষমা চাই জাকারবার্গ,unrelated
3616,4113,চোখ দি পানি পড়া সমস্,agree
3617,1218,গাজীপুর মধ্যরাত বন্ধ ভোট প্রচারণা,agree
3618,1504,খালেদা জিয়া জামিন মেয়াদ বাড়লো ১৯ জুলা,unrelated
3619,222,আশুলিয়া ধর্ষণ ব্যর্থ হ স্কুল ছাত্রী কুপি জখম,agree
3620,2695,বিজ্ঞান মুসলিমদ ঐতিহ্য সম্পর্ সমকালীন বিজ্ঞানী টাইসন,agree
3621,1353,গাজীপু নির্বাচন সুষ্ঠুশান্তিপূর্ণ হয়েছে: রিটার্নিং কর্মকর্,agree
3622,3271,মা গে অভিনেত্রী তাজিন আহমেদ,agree
3623,4078,আড়াইহাজার পা পড় স্কুলছাত্রী মৃত্যু,agree
3624,809,কত্থ ছন্দম সন্ধ্,unrelated
3625,1136,ক্যালিফোর্নিয়া ঘূর্ণিদাবানল নি ২,unrelated
3626,67,গাজীপু করপোরেশন নির্বাচন ফল প্রত্যাখ্ পুনরা নির্বাচন দা বিএনপি,unrelated
3627,2604,রিয়াদ প্রবাসীদ দোরগোড়া পৌঁ দেয়া লক্ষ কর্মশালা,agree
3628,2409,বুলবুল অভিযোগ শেষ লিটন ভোট শান্তিপূর্ণ,unrelated
3629,798,মঙ্গল বিলুপ্ত মানবজাতি,unrelated
3630,1370,বেরো সাত বিভাগ শিক্ষক নিয়োগ হাইকোর্ট স্থগিত,unrelated
3631,1029,খুল বিভাগী সাংবাদিক ফোরাম সভাপতি রাহুল রাহা সম্পাদক মুরসালিন নোমানী,agree
3632,438,অনন্য উচ্চতা ফ কোচ দেশম,agree
3633,2393,রাজশাহী মেডিক বিশ্ববিদ্যাল আন্তর্জাতিকমানের: উপাচার্য মাসুম হাবিব,agree
3634,3764,পর্দা নামলো কান চলচ্চিত্ উৎসব,unrelated
3635,2436,গাজীপু রংপু মহানগরী পুলিশ কমিশনা,unrelated
3636,2662,ফেরদৌসী প্রিয়ভাষিণী,agree
3637,1553,শা শিক্ষার্থী হত্ দা মানববন্ধনবিক্ষোভ,unrelated
3638,3680,ট্রান চাকা পাহারানো রনি মা গ,unrelated
3639,3107,ঢাকা মাদকবিরোধী অভিযান গ্রেফ ৮০,unrelated
3640,2555,স্পান জার্সি সিলভা,agree
3641,1650,আয়োজন পাবিপ্ প্রতিষ্ঠা দিবস উদযাপন,unrelated
3642,971,গ্রী অগ্নিকাণ্ড ক্ষতিগ্রস্ত বাংলাদেশী শ্রমিকদ পাশ রাষ্ট্রদূত,unrelated
3643,1683,যুদ্ধাপরাধ: গোলাপ মিয়া তিন বিরুদ্ধ ৫ অভিযোগ দাখিল,unrelated
